SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2019,3,2,Suburb,2021,255712.77547453422
2845,4,3,Urban,2015,327611.20546308125
2386,4,3,Suburb,1950,229418.27914388682
2728,4,3,Suburb,1956,304437.7413271336
1818,5,2,Rural,1961,167977.874034214
1692,2,2,Urban,1974,277737.37551297765
2315,3,2,Rural,1974,211314.71714442104
2394,5,3,Rural,1971,265483.85703241726
1793,3,1,Urban,1960,164621.84410964008
1028,5,1,Suburb,1975,147017.76880168886
1148,2,3,Rural,1990,197925.47898080738
2802,2,1,Suburb,1973,290291.4893831788
2319,2,1,Suburb,2012,204778.49594074106
1010,2,3,Rural,1955,153827.03029393585
2535,4,3,Rural,1974,287242.36831457814
1675,3,1,Urban,1964,191488.48411099368
2136,3,3,Suburb,2001,163446.863775905
1186,3,1,Suburb,1954,191803.33480097516
1806,4,2,Rural,2002,288777.33298561577
1743,3,2,Suburb,2012,174115.4864869599
2250,2,3,Urban,1982,235548.02423719555
2333,3,1,Suburb,1970,267433.21977195377
1097,3,2,Suburb,1960,158031.1246289507
1054,5,3,Urban,1982,106144.34858795578
1622,4,2,Suburb,1972,209483.71679171437
1663,2,2,Suburb,1959,209443.92468661076
1757,2,3,Urban,1955,214556.12818068996
1405,2,2,Rural,1987,130853.10245068368
1068,3,3,Rural,1970,233427.98906419514
2335,2,3,Rural,2020,194918.57697543703
2312,2,2,Rural,1999,238713.0486712039
2785,5,2,Rural,1956,307795.16618577053
2571,3,1,Suburb,1955,219956.0802216924
1750,5,2,Suburb,1953,240328.0837129925
2171,4,1,Urban,1980,264162.4293087533
2490,3,3,Suburb,2014,353591.3291120492
2762,5,2,Suburb,2008,275949.29511303874
2267,4,2,Urban,2017,280180.80575104494
2514,5,3,Urban,2021,288969.3331090343
2872,4,2,Suburb,1965,291782.844013409
1957,2,1,Urban,2009,285773.11508509616
2530,2,2,Rural,1985,250406.12645331677
1364,3,1,Urban,1977,211752.89640491304
1481,5,2,Suburb,1981,147866.62031564207
1200,5,2,Rural,2001,224677.76635035287
1153,4,3,Rural,1966,136266.53145421267
2473,3,1,Suburb,1959,216288.31542274775
2524,2,3,Rural,1992,367441.38722263364
1072,5,3,Urban,2005,167177.811226852
1712,4,3,Urban,2018,250537.93497424872
1295,2,1,Suburb,1974,95325.13959072264
2040,2,3,Rural,2012,213300.06109204225
2664,2,1,Suburb,1976,252143.88499151185
2240,4,1,Urban,1992,240738.92413643977
1060,4,2,Suburb,1957,98049.59683180836
1938,2,1,Suburb,1994,205525.86856760163
2639,4,1,Rural,2021,254007.678932058
1041,2,2,Suburb,1956,181888.33334424402
1024,2,3,Urban,2014,45265.98848767603
2062,2,2,Urban,2006,268154.86423690774
2826,4,2,Rural,1998,307452.8807463
1130,3,2,Rural,2005,185777.56298229983
2521,3,1,Rural,2009,309536.2807755707
2252,4,2,Suburb,1952,312169.58718463685
1107,5,1,Urban,1954,148553.81602660328
1171,4,1,Rural,1970,235023.5771956077
2458,5,1,Suburb,2008,159347.80115071463
2501,2,1,Urban,1984,272011.42250402935
1101,5,3,Urban,1981,210590.2989966876
1865,2,1,Rural,2006,163862.04716283854
1523,3,1,Urban,1972,181565.36255755846
1274,2,2,Suburb,1973,12663.607319372051
2636,5,2,Rural,2010,216457.7520279655
2067,3,1,Suburb,1983,184822.64249828324
2978,3,3,Urban,1950,367790.97625511675
1816,4,3,Suburb,1980,216031.86365818462
1956,5,2,Rural,1978,191179.46549111058
2040,5,3,Urban,1964,224483.87923270534
1329,4,2,Suburb,2000,220277.12188027718
2592,4,3,Urban,1953,290204.8073428069
2846,3,3,Urban,1992,334752.65192833706
2520,4,3,Rural,1956,368121.47663765075
2838,3,2,Suburb,1994,197232.44882083236
1011,5,2,Suburb,1967,61978.632805304325
2341,4,1,Urban,1950,249114.6056576848
2615,5,1,Urban,1997,379735.4842336871
1215,3,3,Rural,2007,130684.9090844619
1338,2,3,Rural,1988,157729.39618610864
2799,2,3,Suburb,1960,295101.93933385727
1660,5,2,Urban,2018,233573.75891599263
2104,3,3,Urban,2004,247697.50588023776
2750,3,1,Suburb,1984,328892.36924652127
2508,2,3,Rural,1976,215747.9225924291
1373,3,1,Suburb,2015,183952.44650966424
1975,3,3,Rural,2003,194886.71101332156
1709,5,3,Urban,1960,208909.53739105564
2223,2,3,Rural,1955,231235.58327459963
2560,3,1,Rural,2007,323968.3416162777
1465,5,1,Suburb,1981,116399.90538238367
2112,4,2,Urban,1990,236690.52965565785
2291,2,1,Urban,1986,264071.97695554444
2678,5,3,Suburb,2000,346679.00620805845
2594,4,1,Urban,1971,291096.2189748423
2945,3,3,Suburb,1956,292304.274414676
1488,3,3,Suburb,1978,170619.3405445655
2900,4,1,Suburb,1989,259772.53665205833
2561,5,2,Suburb,1989,299016.1403624554
1046,3,1,Urban,2002,217141.25118337452
2311,3,1,Urban,1976,204976.80199179452
1777,5,3,Suburb,2017,208265.27262676082
2039,5,1,Urban,1992,194605.02470116288
1710,4,2,Urban,1969,200439.5394011771
1400,3,3,Suburb,1993,101837.96190294117
2942,5,1,Rural,1975,355453.8508515868
2817,2,2,Rural,2021,341401.77983918187
1980,4,3,Rural,1994,71697.4901598574
2109,4,2,Suburb,1985,349454.95850998146
1249,4,2,Urban,1987,155796.84355157087
1390,4,3,Suburb,1955,200471.6548116795
2805,2,1,Rural,2007,255191.25671264797
1334,4,2,Urban,1979,176609.49081793564
1628,4,3,Rural,1981,181075.0930425312
2542,5,1,Rural,2005,295046.5885180142
1136,3,2,Suburb,1959,102612.69054822612
1882,4,3,Suburb,1976,276040.2654140318
1687,5,2,Suburb,1999,136244.5642470011
2863,5,1,Urban,1986,361807.06894217426
2521,3,1,Urban,2009,286645.86612722714
1826,5,1,Rural,2020,200778.2221278005
1726,5,3,Suburb,1996,196063.50657192233
2500,4,1,Urban,1985,236501.99307883516
1593,4,1,Suburb,2017,130392.1731746788
2246,5,3,Urban,1994,268214.9415336323
1989,2,1,Rural,2019,304463.31263736275
1371,3,1,Rural,1998,64250.32706918706
1934,5,1,Rural,1976,236449.44453173518
1994,5,3,Rural,1987,220428.36603157982
1401,2,1,Rural,2009,236725.7955419161
2466,3,2,Rural,2020,187755.12763217965
2513,5,3,Suburb,1990,275810.6097939248
1614,5,2,Suburb,2014,206574.9887451759
2296,4,3,Urban,1980,169463.4104782055
2549,5,3,Suburb,1993,395271.1742240697
2182,2,3,Rural,1968,271442.07884743175
2175,5,2,Rural,1980,277838.5408131625
1994,3,1,Suburb,1978,273598.68305556884
1619,3,1,Rural,1973,126020.61631690165
1187,2,1,Urban,1979,170049.85911695537
2836,5,1,Suburb,1983,293960.424943565
2121,5,3,Suburb,2005,172278.37496687495
1130,5,3,Urban,2004,196845.4185556486
1804,5,2,Suburb,2020,86599.15770679606
2194,5,1,Suburb,1984,272484.6031762973
1935,3,3,Suburb,2015,231859.02490195518
1985,4,1,Urban,1980,334318.5443098477
1182,3,1,Suburb,2006,79959.78674129068
1982,4,2,Rural,1987,217207.23875473495
1363,3,3,Urban,1965,162220.73989045163
1038,2,1,Urban,1989,146066.65407594404
2550,5,2,Rural,2001,323731.1028035309
2911,4,2,Rural,2015,311286.63603656203
1496,3,1,Rural,1988,188533.30926713967
2539,4,1,Rural,1957,305364.6087710595
2372,5,2,Suburb,2005,308226.4753324258
1981,2,2,Urban,2021,230383.38744124473
1920,5,1,Rural,2010,205012.274411916
2420,3,1,Suburb,1975,381221.1527592456
1721,3,2,Suburb,1953,161416.28468956263
2184,4,3,Suburb,2015,209562.62001083585
1015,2,2,Urban,1956,120883.97895349152
1492,2,2,Suburb,1960,150435.66622777618
2449,3,3,Rural,2013,400264.69901939266
2131,4,1,Rural,1955,186372.26687432532
1893,5,2,Rural,1985,194715.8848861503
2473,5,1,Rural,2002,279766.3872648012
1310,3,3,Suburb,1981,230298.2432446984
1738,3,2,Urban,1984,137915.9165077912
2193,5,1,Rural,1976,298595.9668202735
1545,5,1,Urban,1998,230081.4039756889
1413,5,1,Rural,1961,190013.67328150195
1250,4,1,Urban,1959,113905.14119979693
1758,2,1,Rural,2007,152535.258121175
2804,3,1,Rural,2020,287512.4521658729
2164,3,2,Rural,2010,258715.19897980953
2297,4,2,Suburb,2011,304909.4753616428
2439,5,3,Urban,2020,260941.87332989613
2631,4,1,Rural,1963,230379.73312805186
2762,5,3,Rural,1967,271410.7390071376
2914,3,2,Urban,1986,299196.62922622584
2062,2,3,Suburb,1970,254908.9173184895
1813,4,2,Suburb,1966,168031.51892924611
1028,5,2,Suburb,1987,83746.95945888995
1957,3,3,Urban,2000,211311.56755151643
1476,2,2,Suburb,1962,176216.8041870656
1317,4,2,Rural,2007,178185.30303784314
1244,4,3,Urban,1957,136271.13630118957
1747,3,3,Urban,1956,201241.5353978202
1696,4,1,Rural,2009,127689.63372782015
1271,3,3,Urban,1999,138413.1824214828
2463,4,2,Urban,1989,273801.9027862496
2771,2,1,Urban,1951,372386.06458427536
2262,2,2,Urban,1966,294834.8799264321
1376,4,3,Rural,1978,184141.15260541477
1265,3,2,Rural,1970,80079.98029233473
1925,5,3,Rural,1960,248305.6057017832
1920,4,3,Urban,1981,190765.86078279422
2382,5,3,Rural,1996,152940.81949787936
1339,3,1,Suburb,2004,199705.4787437732
1388,5,3,Rural,1974,204918.56629458867
1576,4,2,Suburb,2004,145656.0371493761
2712,2,1,Rural,1960,310116.7494894508
1002,3,1,Urban,1985,120978.02722227093
2452,2,1,Urban,1960,234117.53348709136
2165,2,2,Rural,1979,259348.5217444513
1375,2,3,Rural,1957,214843.80321865733
2693,4,1,Urban,1956,271642.04424333724
1323,3,3,Suburb,1987,113299.82548968337
1145,5,3,Rural,1957,208313.0492172933
2981,2,2,Rural,1954,395189.3898631972
1292,5,1,Rural,1967,243349.4621316425
2688,3,2,Suburb,2001,333743.64298074564
1431,3,1,Urban,1978,112937.5989016481
1704,5,1,Rural,2018,131437.23291390252
1948,5,3,Suburb,1993,291115.8761724277
2998,2,3,Urban,1998,342203.62030482374
1584,5,1,Suburb,1994,219104.81106510558
1398,5,1,Suburb,2004,95327.35059275279
1816,4,3,Rural,1997,238788.86344967753
2912,2,1,Urban,1988,355052.9346092723
2367,2,1,Urban,2011,184113.26984965985
1963,3,1,Suburb,1974,247901.20859580196
2163,5,2,Rural,2011,207849.04356461152
1186,4,1,Suburb,1995,112612.03654345326
2828,3,1,Rural,1958,313359.3734310921
1060,4,3,Rural,2017,165516.2772992202
1938,2,3,Rural,1983,183183.1138965336
2403,5,2,Suburb,2019,373622.39129795507
1709,4,3,Suburb,2006,245708.346511729
1806,3,1,Rural,1962,221109.2239957669
2463,2,2,Urban,1965,233778.5011983551
2342,4,1,Rural,2000,309897.83141847805
2325,4,1,Suburb,2013,172998.36776020064
2367,3,1,Suburb,2011,194643.06205378275
1010,4,2,Urban,1960,110039.16457678557
2085,2,3,Urban,1962,214703.02690333687
2868,4,3,Suburb,2019,265485.17203573236
1225,5,3,Suburb,1998,205427.0649625862
2176,5,1,Urban,1981,188121.3356746112
2734,3,2,Suburb,2009,375729.59164531133
1563,5,3,Rural,1969,215754.25987098797
1771,5,2,Urban,1978,212070.8230299509
2594,4,2,Suburb,1974,287121.0473690033
2607,2,1,Urban,1961,223719.04333504813
2683,2,2,Suburb,1977,363457.5480266688
2884,4,3,Suburb,1972,202561.44493980048
2598,5,3,Urban,1993,290573.5749117155
2333,4,2,Suburb,2002,252802.54565428325
1884,5,2,Rural,1978,235692.4387484323
2266,5,2,Rural,2017,274929.0570799256
2516,5,2,Rural,1969,198758.14907521536
2389,2,3,Suburb,2014,240611.7552061743
2353,3,3,Rural,1973,229457.4663414028
2130,2,1,Rural,1958,284486.1540021867
1225,5,2,Rural,1961,139486.18479401988
1824,4,3,Urban,1982,220069.15553266197
1217,4,2,Urban,1952,186020.94086874643
1936,5,3,Rural,2015,133114.72986679367
1752,3,1,Suburb,1996,88761.1479792313
1505,2,3,Rural,1952,162727.74684291263
1258,2,3,Urban,2018,169593.8488022995
2911,5,1,Suburb,1996,334083.22805980605
2797,5,2,Rural,2006,254524.73498860837
2540,3,3,Rural,2006,294629.58608013956
2796,2,1,Suburb,1958,262131.23459614333
1053,3,1,Urban,2003,105445.78909479742
2070,2,1,Urban,1997,287427.5363171703
1726,3,3,Rural,1970,235141.2711832079
1688,3,2,Urban,1984,242068.2746727464
2544,3,3,Rural,1988,233964.84226641915
2122,4,3,Rural,1989,328858.8642099818
2043,4,3,Rural,1996,222081.51243468394
2913,4,1,Rural,2015,347849.1353135578
2776,2,2,Suburb,1972,369107.7497146048
2596,3,3,Rural,1985,238312.56228386823
2914,5,2,Suburb,1950,280600.01715450455
2513,5,3,Rural,1962,340864.02426433563
1418,2,2,Suburb,1972,184029.7303728629
1689,2,1,Suburb,1955,205671.6448817376
1849,5,2,Rural,1963,213866.0696755708
1061,3,1,Suburb,2009,93668.62906989508
2168,4,1,Suburb,2003,178835.37687913585
1215,2,2,Urban,1986,178507.8785476737
1002,2,3,Rural,1973,68287.09275920843
1159,2,3,Urban,2019,162462.55219846466
2762,5,3,Rural,2017,311607.42577675974
1780,4,3,Suburb,2001,198479.85800101672
2143,3,2,Rural,1989,231207.62859958818
1892,3,3,Suburb,1988,176391.50307966606
2112,5,3,Rural,1983,274918.14861118473
1328,2,1,Urban,1978,143467.639974815
1579,5,2,Urban,1983,190975.00351502153
2933,5,1,Rural,1990,268734.459347827
2380,3,1,Rural,2019,242774.58240968938
2633,4,3,Suburb,1976,301879.0537447013
2290,3,3,Urban,2010,274105.7784755076
2640,5,2,Urban,1967,302880.49683697894
1951,5,1,Suburb,2014,221992.92526931505
2346,2,3,Urban,1978,238899.63266030984
1634,2,1,Suburb,2003,161613.52646501863
1987,5,3,Urban,1985,251249.11940698148
2564,3,3,Suburb,1965,337648.4455926416
2672,2,3,Urban,2008,388495.1187479107
2218,4,3,Rural,1987,306502.76926056494
1920,4,2,Rural,1955,264007.4546314328
1737,5,1,Rural,1960,271820.6468529592
2355,4,1,Rural,1968,283836.75664568745
1169,4,2,Rural,1984,165865.790272008
1520,2,2,Urban,1955,153363.22821758434
2486,2,2,Rural,2013,258470.69907393612
1039,3,3,Urban,1978,139181.3345953062
2560,2,3,Urban,1977,265272.00533809385
2284,3,1,Rural,1998,205017.18979344727
2418,2,2,Rural,1994,256814.67096191423
1954,5,1,Suburb,1955,213236.09662197478
2249,3,2,Suburb,1974,194364.3685943742
1983,5,1,Rural,1954,297003.6532153373
2147,3,2,Suburb,1989,192987.8179788915
1974,4,2,Urban,2011,245381.44343953318
1037,3,3,Rural,2000,140769.22847873508
1327,3,1,Rural,1952,94955.56338612626
2274,3,3,Suburb,1985,265436.3642636332
2924,3,3,Urban,1968,338204.7581478496
2199,3,1,Urban,1951,235626.91873827996
2625,4,3,Urban,1970,290389.7982242544
1913,3,2,Suburb,1968,183122.3652936581
1453,5,2,Urban,2020,308769.3727622443
1036,3,2,Urban,1956,123234.41936876805
2339,3,2,Urban,1972,279757.09095106315
2711,5,3,Urban,2018,289981.5394908083
1972,2,1,Rural,1970,159633.6054457838
1795,2,3,Suburb,1997,196546.02089428972
2988,4,1,Urban,2007,292268.25550739036
1972,3,1,Rural,1953,254715.61268018666
1592,3,3,Rural,1961,171773.49327991874
2137,2,3,Rural,1988,236909.55690976128
2063,3,2,Urban,1992,134225.1234470175
2324,4,1,Urban,1950,285201.38116791367
1223,5,1,Rural,1951,195594.93291196646
1317,3,1,Rural,1971,145747.65548800337
1348,5,2,Rural,1972,210651.25186885573
1114,4,1,Rural,1998,172778.19051336808
1697,2,1,Urban,1990,224904.32239347167
2346,4,2,Rural,1994,262140.1699215094
2591,4,3,Rural,1988,260314.72884305342
2063,4,2,Urban,2010,156760.56757814885
2889,4,2,Suburb,2000,294867.2585331856
1039,5,3,Suburb,1973,145135.7929147527
2882,4,1,Urban,1972,285818.29782010533
2996,4,3,Rural,1985,310757.63505849487
2772,4,1,Urban,1998,299328.72285259573
2312,4,2,Urban,1957,247017.64301951983
2285,5,1,Urban,2000,285135.97309213143
1215,4,2,Rural,1994,197533.89592303202
2170,2,1,Urban,1950,262822.98828957346
1335,4,2,Urban,1952,158694.01218140672
2191,4,1,Rural,1999,180879.08671120368
1091,3,1,Rural,1998,82627.50421574274
1352,3,1,Suburb,1968,205579.82754836476
1570,3,3,Suburb,1955,186687.42357042118
2594,4,2,Rural,2000,239914.06673812112
1815,2,2,Urban,2017,139145.90399489645
2704,2,2,Suburb,2005,175480.71998963036
1780,3,3,Rural,2007,184921.67528339793
1362,3,3,Suburb,1963,219678.45587805967
1556,4,3,Suburb,1950,233827.9165498245
2368,2,3,Rural,1951,266678.8216245938
2716,2,1,Urban,2015,352492.76347468735
2193,3,2,Suburb,1956,281436.5501707276
1355,2,1,Suburb,1974,85830.11172627492
1190,3,3,Rural,2016,220711.41145642335
2690,3,3,Rural,2021,280047.7945161685
1421,5,1,Urban,2007,128192.32935334442
1699,5,2,Suburb,2009,182841.27319727847
1006,4,3,Urban,2007,135684.8220759865
1132,3,1,Rural,2000,138887.18832783677
2770,4,1,Rural,1961,306093.83393497946
1556,5,1,Urban,1953,188449.77560958
1825,2,1,Rural,2014,171631.32689869934
1760,5,2,Rural,1975,204776.1015077593
2054,5,2,Suburb,1954,270704.11447245016
1534,5,3,Suburb,1977,175470.04477273294
1425,2,3,Rural,1960,176184.72842812064
2417,5,2,Suburb,1963,169104.43558997876
1671,3,2,Urban,1978,172812.03693289906
1362,3,1,Urban,2007,240560.73771191458
2460,5,1,Urban,2018,294182.8572574317
2693,4,1,Rural,1972,183832.99441550492
2574,4,3,Suburb,2014,275616.2396983994
2950,2,3,Suburb,1952,326276.79157871223
1081,2,3,Urban,1997,169360.29792038252
1355,3,3,Suburb,2014,228279.770061393
2281,3,1,Suburb,1973,331569.63615699677
2741,5,3,Urban,2009,330331.8326758408
1588,4,3,Suburb,2009,181267.05227266232
2547,3,1,Urban,1963,278762.4308952856
1294,4,1,Urban,1979,163179.75837426106
2985,2,2,Rural,1957,237088.3951660581
2247,2,1,Urban,2009,202794.4064940732
2548,5,3,Suburb,1975,283920.30037374987
2069,5,1,Suburb,2001,254018.00676946243
2690,3,3,Urban,2013,316917.68106400437
2136,4,2,Rural,2003,231716.77935360413
2256,3,2,Urban,1986,202192.31351387908
1016,3,2,Urban,2017,74304.69238806522
1359,4,3,Rural,1981,194201.14918315224
2246,3,3,Rural,1960,242232.45328597788
1865,5,2,Urban,1957,238351.4470021078
1699,4,2,Rural,2018,141200.7203777305
1447,4,3,Suburb,1979,243137.86711891272
1855,3,3,Urban,2006,251056.2494994062
1364,4,3,Suburb,1974,118341.16925371063
1674,5,3,Rural,1977,148330.90116107778
2007,5,2,Suburb,2021,227350.6794173489
2349,2,2,Rural,2014,169077.98823418305
1466,2,1,Urban,1989,262259.38928593544
1413,2,1,Rural,1975,107385.60512939436
2478,2,3,Urban,1968,312719.10108966194
1585,3,2,Rural,1970,209472.5264700311
2256,2,3,Rural,2012,352228.8134252577
2247,2,1,Suburb,1992,194794.76060498419
1993,2,3,Suburb,2014,254008.05060584267
2854,2,1,Urban,1990,249311.22739940768
2435,3,1,Urban,1969,250417.46933246142
1571,2,2,Suburb,1968,57182.84989181023
1334,4,3,Urban,1970,163164.5041982402
2245,5,2,Urban,1984,203824.46774855955
1036,4,1,Suburb,1983,-7550.50457435759
1988,3,1,Rural,1991,176139.46017507854
1277,3,3,Urban,1995,146021.63892355218
2219,3,3,Urban,1978,246457.24944657346
1915,5,3,Rural,1975,215103.30748261305
2887,2,3,Urban,1980,295067.6513498119
1483,3,1,Suburb,2018,245467.84365643736
2265,2,1,Suburb,1990,177066.91286648106
2347,3,1,Urban,2017,264275.63274115784
1730,5,2,Urban,1987,192827.5721705227
1191,4,2,Suburb,2008,96279.841702918
2040,4,2,Rural,1987,224332.82643709535
1523,5,3,Suburb,1983,235140.05927304272
1917,2,1,Rural,1974,226091.7465563151
1400,3,2,Rural,2005,198410.8517334654
2929,4,3,Rural,1996,309771.0723230926
1885,5,3,Rural,1976,211827.49410128
1704,2,3,Rural,2003,135848.17657318912
1021,4,1,Rural,2007,175367.0629919182
1473,5,3,Urban,1971,165964.67890772497
2143,3,2,Suburb,2018,233648.8495237548
1209,5,3,Suburb,1985,124664.05280624737
1305,2,1,Urban,1966,247560.98959427775
2293,4,1,Urban,1977,304486.95731557417
1703,3,3,Rural,1993,202624.05390389662
1686,2,1,Suburb,1978,177970.88889449762
1284,5,1,Rural,1952,153240.7070175202
1715,4,2,Urban,1960,241337.51695476027
2699,4,2,Rural,1952,281500.02516321687
1762,2,3,Rural,1986,243665.31967457716
2250,3,1,Suburb,2005,206054.61431043333
1947,2,1,Suburb,1980,250811.8117986604
1380,4,1,Suburb,1996,161358.4567594322
1459,4,2,Rural,2009,88756.00032108575
2030,4,1,Rural,1998,332073.99312938075
1028,3,2,Urban,1973,90427.33681439978
1906,4,1,Urban,1977,214239.92633770392
2056,4,2,Urban,2005,209693.57622793823
2669,2,3,Urban,1980,213480.5669842685
1878,4,3,Urban,2021,194803.4919804194
1078,5,1,Urban,1978,82084.45465652368
2951,2,1,Urban,2015,370142.36356279795
1946,4,2,Suburb,1954,150741.44481378322
1458,2,2,Urban,1958,162807.69301790907
1569,2,2,Rural,1998,186687.46013374245
2561,5,1,Rural,1986,220717.32924573496
2505,2,2,Rural,2013,269534.1997247809
2453,2,1,Suburb,1970,192999.30535267972
1737,3,2,Rural,1988,147990.07510237943
2308,4,1,Rural,1983,209414.60934378483
1515,3,2,Suburb,1952,226661.46728172377
2122,4,2,Rural,1972,273816.7585455556
1396,2,2,Suburb,1985,70674.64479251602
2512,4,1,Rural,2019,270834.53108280466
1038,2,3,Rural,1996,137682.2037493376
2294,4,3,Urban,2006,289829.792204643
1886,2,1,Rural,1984,258690.13347601547
1796,4,1,Urban,1956,277705.3259378607
1156,4,3,Urban,1995,154839.51501577915
2098,4,3,Rural,2008,364290.88258191256
1883,2,2,Rural,1951,150999.45502182035
2823,4,2,Suburb,1977,308019.67038418434
2153,2,1,Urban,1979,239015.51308422376
2710,3,3,Rural,1956,230339.60965513517
1973,4,3,Urban,1987,240126.84990242298
2107,5,1,Urban,1981,172102.92830851825
2045,5,3,Rural,1984,315832.57939003385
2482,2,2,Rural,1968,163791.9096461976
2562,5,3,Urban,1961,208013.68646272953
2730,2,3,Rural,1992,285608.30057664635
1848,2,2,Urban,2015,123727.99516263726
2405,5,3,Suburb,1991,171805.84537706437
1747,5,2,Suburb,2016,212109.06687665597
2463,3,2,Rural,1958,188482.8281131829
2627,2,2,Urban,2005,267119.5329456682
1988,5,3,Suburb,2021,194819.3057648569
1020,3,2,Urban,2014,180492.04075720522
1302,3,1,Rural,1999,149776.28266620028
2999,2,3,Suburb,1964,322064.14566462865
1868,4,2,Suburb,2013,187451.06636526497
2978,5,1,Urban,2009,333100.23665626626
1083,5,1,Suburb,2009,133453.8598877725
2797,5,2,Urban,1996,239695.2571861724
2682,5,1,Urban,1967,229062.9100718734
2976,5,2,Rural,2002,274366.54960155865
2476,5,1,Rural,2014,234042.23251880394
2410,3,3,Suburb,1994,235622.25829086208
2530,2,2,Rural,1981,233874.04156340694
2280,3,1,Suburb,1980,241802.559303268
1569,5,1,Rural,2008,171448.5958586793
2915,2,2,Rural,2010,314221.54393727705
1933,5,3,Suburb,1976,201593.63477543835
2550,2,2,Rural,2018,247401.01169088657
2185,3,1,Urban,1962,258792.14744117254
2980,2,2,Rural,1988,371928.49397169915
2186,3,3,Urban,2018,232121.02237681893
2855,5,1,Suburb,1987,273753.96982986503
2008,2,3,Suburb,1969,298816.0613459499
1792,4,3,Rural,1974,183545.50053116362
1791,4,1,Rural,1994,214792.79064904456
2547,3,3,Rural,1968,308312.15111204784
2809,3,1,Rural,1985,263471.5384458144
2294,3,3,Urban,1972,153249.72111963632
1491,3,3,Rural,1971,162266.48915132027
1207,5,1,Suburb,1982,138526.7022879448
2562,4,3,Rural,1978,247193.56329794083
2607,3,3,Rural,1976,246170.17156115622
2083,2,3,Urban,2017,209129.07801649073
1429,2,2,Rural,1977,99369.22282722732
1984,5,3,Rural,1960,235067.4461220366
2680,3,2,Urban,1980,311689.7805697078
2628,2,1,Urban,1952,277061.92124989233
2332,3,1,Urban,1970,145702.53632142564
1519,2,1,Suburb,1971,103491.71795005578
1590,5,2,Urban,1960,188989.10431960312
2050,2,1,Suburb,2018,247599.54224160162
2709,3,1,Suburb,1963,274208.047790215
2585,3,3,Urban,2017,353287.4619879657
1198,5,2,Rural,1993,174996.67349454723
1386,4,2,Rural,1979,176171.65787091604
1348,3,2,Suburb,2004,166770.69823598032
1959,4,1,Rural,1974,222375.78569941205
2963,3,2,Urban,1959,310772.0573163834
1692,5,1,Urban,2012,203759.1962845132
2559,2,1,Rural,1971,346654.7689655657
2851,4,1,Rural,2002,335302.76529862586
1377,2,1,Suburb,1974,86255.00310913759
1898,5,3,Rural,2002,214380.94145792737
1915,5,2,Suburb,1973,162481.46949315426
2581,5,2,Rural,1986,256840.8286264889
1526,3,1,Rural,1994,93253.53016062244
2176,3,1,Rural,1963,358045.8136733228
1733,3,1,Rural,1988,172102.17723541846
1205,3,3,Urban,2017,170009.41706027108
1454,4,1,Rural,1954,150982.49947811346
2296,5,2,Suburb,1973,263253.7194790868
2917,4,2,Urban,1989,333534.28909651126
2259,3,3,Suburb,1992,318891.9130045673
2875,2,1,Urban,1964,297078.1797014167
2763,4,2,Rural,2021,268000.0356551572
1520,2,3,Suburb,1970,128833.94777892344
2701,3,2,Rural,2009,236968.11674585365
2967,4,3,Urban,1954,301206.909371035
2016,4,1,Rural,1959,372301.3212576878
1955,4,2,Suburb,1999,258496.9749270992
2854,2,2,Urban,2015,289419.86687379295
1725,3,1,Urban,2009,259292.1701435331
2013,5,1,Rural,2017,203684.75634211436
1500,5,3,Rural,2010,247409.44236948743
1116,3,1,Urban,1961,148624.69122314273
1385,4,2,Suburb,1972,228147.96360131685
2367,5,2,Suburb,1981,290968.17362332536
1583,4,1,Suburb,1975,132820.13053009647
1394,3,1,Rural,2007,167619.1184606747
2087,2,1,Rural,1977,255223.0525912517
2740,4,1,Urban,1969,349179.6891445494
1720,2,2,Rural,2004,175874.90091538784
1071,2,3,Rural,1954,134416.7693352579
2812,3,2,Rural,1999,354452.20518571726
1273,3,2,Suburb,1959,184337.62813137623
2343,2,3,Urban,1958,278855.3243311674
1337,2,1,Urban,1950,141919.60527109724
2389,5,3,Rural,1982,251954.0099454382
2518,5,2,Rural,2008,291236.89069440623
1606,3,1,Suburb,1965,159660.72557023022
1165,4,1,Suburb,2015,83578.20150929393
2567,2,1,Rural,1959,330264.76048201387
1010,4,1,Suburb,1976,77434.82054503616
2324,2,1,Rural,2004,295367.0500719248
1728,3,1,Urban,1985,157042.20873257256
1800,4,3,Suburb,2004,228541.62782841705
1101,3,1,Suburb,2003,42437.60133310537
2448,2,3,Urban,1980,294144.0972966283
2415,3,3,Urban,1991,276159.3472465374
1778,4,3,Suburb,1975,238745.0236687105
1213,5,1,Suburb,1969,99874.95976031084
2714,3,1,Rural,1961,408175.96947928204
2111,4,1,Suburb,1996,137318.99306820048
2576,3,1,Rural,1978,281565.1922574896
1400,3,2,Urban,2000,123048.27688003403
1587,5,2,Urban,1965,242210.24620452215
1888,4,1,Rural,1975,175117.59671057077
2069,4,2,Urban,1967,217011.8926148755
2695,4,1,Suburb,2002,287207.7136142593
2486,2,1,Urban,1980,254692.41446892315
1591,3,1,Suburb,2002,157065.90326247638
2333,5,1,Urban,2006,323516.4801845898
2109,4,1,Urban,1964,179193.84296339637
1091,5,1,Suburb,1973,186543.49455790917
2683,2,1,Suburb,2008,243126.3957158175
